Sample	GeneID	NtLength	RawCount	CPM	RPKM	TPM	CountRank	TPMRank	RankShiftTPMMinusCount
MOCK1	megahit-co__c000131_1	246	79	28.374051893626756	115.34167436433641	110.31851757670069	8186	48	-8138
MOCK1	megahit-co__c000137_2	786	393	141.15192904044704	179.58260692168832	171.76174255612892	164	21	-143
MOCK1	megahit-co__c000306_16	192	79	28.374051893626756	147.78152027930602	141.34560064514775	8188	30	-8158
MOCK1	megahit-co__c000584_2	2286	939	337.2561357989307	147.5311180222794	141.10610346474633	10	31	21
MOCK1	megahit-co__c001056_2	705	221	79.37551225938624	112.58937909132801	107.68608540398439	880	50	-830
MOCK1	megahit-co__c001531_2	1326	623	223.75992822442367	168.74806050107367	161.3990431560608	31	22	-9
MOCK1	megahit-co__c001531_3	801	459	164.8568331541099	205.8137742248563	196.8505364126421	90	18	-72
MOCK1	megahit-co__c001595_44	4605	537	192.87171983389328	41.883109627338385	40.05909044631541	49	3429	3380
MOCK1	megahit-co__c001661_2	4209	455	163.4201722987364	38.826365478435825	37.13546821717209	95	4448	4353
MOCK1	megahit-co__c001968_1	4827	539	193.59005026158002	40.10566609935364	38.35905499803335	48	3994	3946
MOCK1	megahit-co__c002039_3	5532	549	197.1817024000138	35.6438362979056	34.09153892383036	41	5756	5715
MOCK1	megahit-co__c002331_1	936	481	172.75846785866418	184.571012669513	176.53290207157696	76	20	-56
MOCK1	megahit-co__c002606_10	1329	385	138.2786073297	104.04710860022574	99.51583278270826	175	73	-102
MOCK1	megahit-co__c002606_2	219	99	35.55735617049429	162.3623569428963	155.29143847540422	5731	24	-5707
MOCK1	megahit-co__c002606_8	762	217	77.93885140401274	102.28195722311384	97.82755415926502	926	76	-850
MOCK1	megahit-co__c002769_2	567	262	94.10128602696469	165.9634674196908	158.73571975204862	541	23	-518
MOCK1	megahit-co__c003326_2	318	89	31.965704032060522	100.52108186182555	96.1433653301602	6810	85	-6725
MOCK1	megahit-co__c003664_1	816	297	106.67206851148288	130.72557415622902	125.0324449489468	378	38	-340
MOCK1	megahit-co__c003664_2	1530	450	161.6243462295195	105.63682760099314	101.03631915066407	98	69	-29
MOCK1	megahit-co__c003664_3	459	139	49.92396472422936	108.7668076780596	104.02998786623931	2967	62	-2905
MOCK1	megahit-co__c003736_1	1044	1210	434.5899087504858	416.273858956404	398.14503542704216	7	5	-2
MOCK1	megahit-co__c003768_1	7377	545	195.7450415446403	26.534504750527354	25.378920887377056	45	9072	9027
MOCK1	megahit-co__c003869_1	1095	305	109.54539022222988	100.04145225774418	95.68462370706725	344	86	-258
MOCK1	megahit-co__c003869_2	624	173	62.135581994904165	99.5762531969618	95.23968417375096	1737	91	-1646
MOCK1	megahit-co__c004102_3	903	597	214.42163266449586	237.45474270708291	227.11353334664224	34	11	-23
MOCK1	megahit-co__c004296_3	3033	717	257.5214583257011	84.90651444962118	81.20881596620141	19	156	137
MOCK1	megahit-co__c004451_42	3198	509	182.81509384627873	57.16544523023099	54.67587677365205	60	791	731
MOCK1	megahit-co__c004592_37	4605	720	258.5989539672312	56.15612464000677	53.7105123302553	18	896	878
MOCK1	megahit-co__c004592_41	3369	504	181.01926777706186	53.73086012973044	51.3908686543716	64	1181	1117
MOCK1	megahit-co__c004592_43	3042	501	179.94177213553172	59.15245632331746	56.576353070756475	65	623	558
MOCK1	megahit-co__c005156_116	4026	489	175.63178956941118	43.62438886473204	41.724536567286165	71	2947	2876
MOCK1	megahit-co__c005175_18	2019	457	164.13850272642313	81.29693052324077	77.7564302606745	93	168	75
MOCK1	megahit-co__c005469_9	1704	629	225.91491950748392	132.5791781147206	126.80532402324542	30	35	5
MOCK1	megahit-co__c005493_48	4104	544	195.38587633079692	47.608644330116206	45.53527677901273	46	2093	2047
MOCK1	megahit-co__c006057_3	486	303	108.82705979454313	223.92399134679656	214.1720493601114	347	15	-332
MOCK1	megahit-co__c006375_4	1785	490	175.99095478325458	98.5943724275936	94.3005645406198	70	96	26
MOCK1	megahit-co__c006391_7	324	192	68.95972105792832	212.8386452405195	203.56947265911577	1328	17	-1311
MOCK1	megahit-co__c006458_21	2463	483	173.47679828635094	70.43312963311041	67.365750430053	75	232	157
MOCK1	megahit-co__c006458_95	2724	461	165.57516358179666	60.78383391402226	58.13668378735347	87	520	433
MOCK1	megahit-co__c006721_1	5505	723	259.67644960876135	47.17101718596936	45.116708398939586	17	2182	2165
MOCK1	megahit-co__c006747_1	1143	331	118.88368578215768	104.01022378141529	99.48055430634938	263	74	-189
MOCK1	megahit-co__c006919_1	1053	303	108.82705979454313	103.34953446775226	98.84863816620526	348	75	-273
MOCK1	megahit-co__c007031_25	3300	522	187.48424162624264	56.81340655340686	54.3391694632117	55	825	770
MOCK1	megahit-co__c007031_3	4104	638	229.14740643207432	55.835138019511284	53.40350475185684	28	931	903
MOCK1	megahit-co__c007399_16	1149	2775	996.6834684153703	867.4355686817844	829.6585475948785	2	2	0
MOCK1	megahit-co__c007399_17	324	100	35.91652138433767	110.85346106277058	106.02576700995613	5632	55	-5577
MOCK1	megahit-co__c007399_18	792	733	263.2681017471951	332.4092193777716	317.9327204384911	16	7	-9
MOCK1	megahit-co__c007571_79	1845	606	217.65411958908626	117.96971251440989	112.83210405313186	32	43	11
MOCK1	megahit-co__c007850_241	17430	782	280.86719722552056	16.11401016784398	15.412241271244158	14	17800	17786
MOCK1	megahit-co__c007931_17	291	82	29.451547535156887	101.20806713112333	96.8004322309455	7787	79	-7708
MOCK1	megahit-co__c007970_3	1239	344	123.55283356212158	99.71980109937174	95.37698053157118	233	89	-144
MOCK1	megahit-co__c007970_4	1677	465	167.01182443717016	99.58963890111518	95.25248692737026	83	90	7
MOCK1	megahit-co__c008144_27	3468	497	178.50511128015822	51.47206207617019	49.23044178223534	67	1475	1408
MOCK1	megahit-co__c008456_2	369	121	43.45899087504858	117.77504302181187	112.6459124622851	3958	44	-3914
MOCK1	megahit-co__c008480_14	3849	517	185.68841555702573	48.243288011698034	46.14228158042018	58	1960	1902
MOCK1	megahit-co__c008496_1	528	165	59.26226028415715	112.2391293260552	107.35108909758058	1969	51	-1918
MOCK1	megahit-co__c009966_23	3003	509	182.81509384627873	60.87748712829794	58.22625838233075	61	515	454
MOCK1	megahit-co__c010049_1	15894	753	270.45140602406263	17.015943502206028	16.274895198787604	15	16160	16145
MOCK1	megahit-co__c010072_2	675	216	77.57968619016935	114.93286842988053	109.92751523592251	937	49	-888
MOCK1	megahit-co__c010072_3	1305	445	159.82852016030262	122.47396180866102	117.14019224134465	102	39	-63
MOCK1	megahit-co__c010072_5	606	178	63.931408064121044	105.49737304310403	100.90293787125727	1623	70	-1553
MOCK1	megahit-co__c010342_11	762	310	111.34121629144677	146.11708174730546	139.75364879895005	333	32	-301
MOCK1	megahit-co__c010959_1	1182	358	128.58114655592885	108.78269590180106	104.04518415413564	205	61	-144
MOCK1	megahit-co__c011080_1	2391	492	176.70928521094132	73.90601639938993	70.68739216864527	69	195	126
MOCK1	megahit-co__c011143_2	153	43	15.444104195265197	100.94185748539344	96.54581607730124	18659	81	-18578
MOCK1	megahit-co__c011431_4	1110	838	300.98044920074966	271.1535578385132	259.3447572288938	12	9	-3
MOCK1	megahit-co__c011845_8	4401	481	172.75846785866418	39.254366702718514	37.54482988843355	77	4292	4215
MOCK1	megahit-co__c012266_3	1332	399	143.30692032350728	107.58777802065111	102.90230522506822	155	64	-91
MOCK1	megahit-co__c012266_5	858	243	87.27714696394052	101.7216165080892	97.29161641291219	676	78	-598
MOCK1	megahit-co__c012266_8	1185	324	116.36952928525405	98.2021344179359	93.9254085876553	287	98	-189
MOCK1	megahit-co__c012266_9	1092	299	107.39039893916963	98.34285617140075	94.06000187597537	372	97	-275
MOCK1	megahit-co__c012671_5	1725	449	161.26518101567612	93.48706145836297	89.41567815385726	99	124	25
MOCK1	megahit-co__c012847_3	5496	546	196.10420675848366	35.681260327235016	34.12733312796448	44	5731	5687
MOCK1	megahit-co__c013183_162	3225	588	211.18914573990548	65.48500643097844	62.63311914604887	38	308	270
MOCK1	megahit-co__c013183_272	2688	485	174.19512871403768	64.80473538468664	61.98247406229355	74	330	256
MOCK1	megahit-co__c013183_70	2682	463	166.2934940094834	62.00353989913624	59.30327129268285	84	455	371
MOCK1	megahit-co__c014757_3	444	126	45.254816944265464	101.92526338798527	97.48639442374885	3663	77	-3586
MOCK1	megahit-co__c015133_3	765	209	75.06552969326573	98.12487541603363	93.85151423328351	1035	99	-936
MOCK1	megahit-co__c015154_7	3297	521	187.12507641239924	56.75616512356665	54.284420910975534	56	831	775
MOCK1	megahit-co__c015594_1	18864	605	217.2949543752429	11.519028539824156	11.017372163534564	33	29194	29161
MOCK1	megahit-co__c015820_3	207	64	22.986573685976108	111.04624969070584	106.21015964823431	11318	54	-11264
MOCK1	megahit-co__c015875_1	126	39	14.00744333989169	111.17018523723564	106.3286977728417	20844	53	-20791
MOCK1	megahit-co__c016293_1	258	77	27.655721465940005	107.19271886023257	102.52445098311573	8612	66	-8546
MOCK1	megahit-co__c016383_2	3270	501	179.94177213553172	55.02806487325129	52.63157982912575	66	1019	953
MOCK1	megahit-co__c016479_3	762	214	76.8613557624826	100.86792094813991	96.47509949346873	970	82	-888
MOCK1	megahit-co__c016740_1	291	118	42.38149523351845	145.6408770911287	139.29818296648259	4194	33	-4161
MOCK1	megahit-co__c017075_24	3789	640	229.86573685976106	60.66659721820034	58.02455277694511	27	525	498
MOCK1	megahit-co__c017660_10	1563	438	157.31436366339898	100.64898506935316	96.26569832320472	113	84	-29
MOCK1	megahit-co__c017660_5	1329	393	141.15192904044704	106.2091264412694	101.58369424312819	165	67	-98
MOCK1	megahit-co__c017660_9	810	250	89.79130346084416	110.85346106277058	106.02576700995613	633	56	-577
MOCK1	megahit-co__c017746_10	4536	461	165.57516358179666	36.50246110709803	34.91277042256413	88	5382	5294
MOCK1	megahit-co__c018052_8	144	91	32.684034459747274	226.97246152602276	217.08775795288517	6618	13	-6605
MOCK1	megahit-co__c018285_4	1443	431	154.80020716649534	107.27665084303212	102.60472770851223	120	65	-55
MOCK1	megahit-co__c018297_8	3537	463	166.2934940094834	47.01540684463766	44.96787492422262	85	2213	2128
MOCK1	megahit-m1__c000597_7	4125	462	165.93432879564003	40.22650395045819	38.47463033257288	86	3954	3868
MOCK1	megahit-m1__c000606_4	4416	459	164.8568331541099	37.33171040627489	35.70590572158658	91	5034	4943
MOCK1	megahit-m1__c001140_7	1449	474	170.24431136176054	117.49089811025573	112.37414212781934	81	46	-35
MOCK1	megahit-m1__c001267_3	762	212	76.14302533479585	99.92523009815729	95.57346304960456	998	87	-911
MOCK1	megahit-m1__c001267_6	1017	310	111.34121629144677	109.48005535048847	104.71217343638145	336	59	-277
MOCK1	megahit-m1__c001873_1	369	125	44.89565173042208	121.66843287377259	116.36974427922014	3736	41	-3695
MOCK1	megahit-m1__c002825_23	5073	670	240.64069327506238	47.43557919871129	45.369748674396355	24	2128	2104
MOCK1	megahit-m1__c002934_3	1392	419	150.49022460037483	108.11079353475203	103.40254329169258	133	63	-70
MOCK1	megahit-m1__c002934_4	1719	475	170.6034765756039	99.24576880488884	94.92359245393976	80	93	13
MOCK1	megahit-m1__c003206_1	429	191	68.60055584408494	159.90805558061757	152.94402250918705	1357	26	-1331
MOCK1	megahit-m1__c004170_1	4338	695	249.6198236211468	57.54260572179502	55.03661183794817	21	762	741
MOCK1	megahit-m1__c004598_21	1467	1096	393.64507437234084	268.3333840302255	256.64740264692205	8	10	2
MOCK1	megahit-m1__c004779_8	852	541	194.30838068926678	228.061479682238	218.12934911470833	47	12	-35
MOCK1	megahit-m1__c005516_2	744	273	98.05210337924183	131.79046153123903	126.05095623070753	474	37	-437
MOCK1	megahit-m1__c005543_26	4209	496	178.14594606631482	42.32500500506411	40.481741177400785	68	3302	3234
MOCK1	megahit-m1__c006283_7	1191	325	116.72869449909741	98.00897942829339	93.74066554280755	285	100	-185
MOCK1	megahit-m1__c006642_5	1230	3332	1196.738492526131	972.9581240049846	930.5855710520676	1	1	0
MOCK1	megahit-m1__c006676_46	3534	513	184.25175470165223	52.13688588049016	49.86631235500517	59	1378	1319
MOCK1	megahit-m1__c008844_9	582	232	83.32632961166338	143.17238764890615	136.9371968145083	764	34	-730
MOCK1	megahit-m1__c008949_1	696	228	81.88966875628988	117.65757005214063	112.53355546780861	819	45	-774
MOCK1	megahit-m1__c009011_171	3507	548	196.82253718617042	56.12276509443126	53.67860560066077	43	904	861
MOCK1	megahit-m1__c009710_3	336	124	44.536486516578705	132.5490670136271	126.77652426761897	3806	36	-3770
MOCK1	megahit-m1__c010257_7	8685	1039	373.17265718326837	42.967490752247365	41.0962465206259	9	3123	3114
MOCK1	megahit-m1__c011269_1	249	156	56.02977335956676	225.019170118742	215.21953284141458	2294	14	-2280
MOCK1	megahit-m1__c012405_1	2658	665	238.84486720584547	89.85886651837679	85.9454919487026	25	135	110
MOCK1	megahit-m1__c012850_28	3840	593	212.98497180912236	55.464836408625615	53.04932986238774	36	978	942
MOCK1	megahit-m1__c013348_68	6525	695	249.6198236211468	38.25591166607614	36.589857801228995	22	4661	4639
MOCK1	megahit-m1__c014455_16	3819	549	197.1817024000138	51.63176286986483	49.383187569161976	42	1452	1410
MOCK1	megahit-m1__c014538_8	3195	590	211.90747616759222	66.32471867530273	63.436261726520236	37	293	256
MOCK1	megahit-m1__c014565_2	330	103	36.9940170258678	112.10308189656908	107.22096656534109	5397	52	-5345
MOCK1	megahit-m1__c014565_3	222	61	21.909078044445977	98.68954074074765	94.39158825156633	12144	95	-12049
MOCK1	megahit-m1__c014565_4	993	330	118.5245205683143	119.36004085429437	114.16188326993463	268	42	-226
MOCK1	megahit-m1__c014566_8	13311	675	242.43651934427925	18.213246138102264	17.420055025976563	23	14355	14332
MOCK1	megahit-m2__c000402_1	243	71	25.500730182879742	104.94127647275614	100.37105943609178	9779	71	-9708
MOCK1	megahit-m2__c000443_16	3687	454	163.06100708489302	44.22593086110469	42.29988126958641	96	2834	2738
MOCK1	megahit-m2__c000478_4	2085	585	210.11165009837535	100.77297366828554	96.38428718977018	39	83	44
MOCK1	megahit-m2__c000903_1	1242	526	188.92090248161614	152.11022744091477	145.48579160148762	53	28	-25
MOCK1	megahit-m2__c000975_5	1353	461	165.57516358179666	122.37632193776544	117.04680460957198	89	40	-49
MOCK1	megahit-m2__c001369_1	1116	466	167.37098965101353	149.9740050636322	143.4426022063729	82	29	-53
MOCK1	megahit-m2__c001390_2	810	351	126.06699005902522	155.63825933212988	148.8601768819784	221	27	-194
MOCK1	megahit-m2__c001448_21	4059	478	171.68097221713404	42.2963715735733	40.454354738521616	79	3313	3234
MOCK1	megahit-m2__c001863_16	4602	533	191.43505897851978	41.59823098186001	39.78661833221065	51	3513	3462
MOCK1	megahit-m2__c001918_45	2838	451	161.9835114433629	57.07664250999397	54.59094143256811	97	801	704
MOCK1	megahit-m2__c001918_72	1929	480	172.3993026448208	89.37237047424614	85.48018292062403	78	137	59
MOCK1	megahit-m2__c001918_74	777	214	76.8613557624826	98.9206637869789	94.61264583529366	977	94	-883
MOCK1	megahit-m2__c002020_1	270	167	59.9805907118439	222.15033596979222	212.47563708795207	1924	16	-1908
MOCK1	megahit-m2__c003090_18	8664	529	189.99839812314625	21.929639672569973	20.974598756277057	52	10832	10780
MOCK1	megahit-m2__c003317_9	7782	816	293.0788144961954	37.66111725728545	36.02096682749967	13	4885	4872
MOCK1	megahit-m2__c003834_14	2448	486	174.55429392788105	71.30485863067037	68.19951542669826	73	220	147
MOCK1	megahit-m2__c003834_19	3012	521	187.12507641239924	62.12651939322684	59.42089500115748	57	447	390
MOCK1	megahit-m2__c003834_96	3624	594	213.34413702296575	58.86979498426207	56.30600169886346	35	640	605
MOCK1	megahit-m2__c004532_77	8334	508	182.45592863243536	21.892959999092316	20.93951649112395	62	10848	10786
MOCK1	megahit-m2__c004641_1	1245	350	125.70782484518183	100.97014043789706	96.57286730063473	223	80	-143
MOCK1	megahit-m2__c004641_4	1365	414	148.69439853115793	108.9336252975516	104.18954053954194	141	60	-81
MOCK1	megahit-m2__c004987_3	1191	351	126.06699005902522	105.84969778255686	101.23991878623214	222	68	-154
MOCK1	megahit-m2__c005354_2	1086	1336	479.8447256947512	441.8459720946144	422.60347708100966	5	4	-1
MOCK1	megahit-m2__c006206_1	1041	320	114.93286842988053	110.40621366943375	105.5979973447863	306	57	-249
MOCK1	megahit-m2__c006524_1	246	206	73.9880340517356	300.76436606396584	287.6660078582322	1087	8	-1079
MOCK1	megahit-m2__c006527_1	1326	713	256.08479747032754	193.1257899474567	184.71511680621404	20	19	-1
MOCK1	megahit-m2__c006832_2	1158	320	114.93286842988053	99.25118171837697	94.92876963378457	307	92	-215
MOCK1	megahit-m2__c007222_1	1413	1328	476.9714039840042	337.5593800311424	322.8585903956677	6	6	0
MOCK1	megahit-m2__c007386_43	948	1704	612.0175243891139	645.5881058956898	617.4725934929193	3	3	0
MOCK1	megahit-m2__c008471_1	4248	579	207.95665881531508	48.95401572865233	46.82205693973571	40	1840	1800
MOCK1	megahit-m2__c009517_1	2493	458	164.49766794026652	65.98382187736323	63.11021106354357	92	296	204
MOCK1	megahit-m2__c009890_1	5058	1628	584.7209681370172	115.603196547453	110.56865040782044	4	47	43
MOCK1	megahit-m2__c009999_70	2979	506	181.7375982047486	61.006243103306005	58.34940700463326	63	505	442
MOCK1	megahit-m2__c010193_23	3681	457	164.13850272642313	44.59073695366018	42.64879997182881	94	2737	2643
