2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	100.000	19493	0	0	3912	23404	3912	23404	0.0	35702	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	100.000	3687	0	0	1	3687	1	3687	0.0	6809	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	80.022	1817	340	20	15245	17049	11417	13222	0.0	1323	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	80.022	1817	340	20	11417	13222	15245	17049	0.0	1323	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	83.488	969	120	27	6924	7872	5138	6086	0.0	867	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	83.522	971	116	29	5138	6086	6924	7872	0.0	867	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	81.022	685	117	10	18386	19062	17566	18245	7.66e-151	532	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	81.022	685	117	10	17566	18245	18386	19062	7.66e-151	532	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	99.083	109	1	0	19810	19918	2938	3046	1.14e-49	196	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	99.083	109	1	0	2938	3046	19810	19918	1.14e-49	196	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	94.118	68	4	0	19856	19923	13244	13311	7.12e-22	104	23404	23404
2012990006_____JC3AJCVIAssemblies_1106445189670	2012990006_____JC3AJCVIAssemblies_1106445189670	94.118	68	4	0	13244	13311	19856	19923	7.12e-22	104	23404	23404
2013338001_____MeugFOFF_C1474	2013338001_____MeugFOFF_C1474	100.000	13497	0	0	1	13497	1	13497	0.0	24925	13497	13497
2013338001_____MeugFOFF_C1475	2013338001_____MeugFOFF_C1475	100.000	15877	0	0	1	15877	1	15877	0.0	29320	15877	15877
2013338001_____MeugFOFF_C2873	2013338001_____MeugFOFF_C2873	100.000	15684	0	0	1	15684	1	15684	0.0	28963	15684	15684
2013338001_____MeugFOFF_C2873	2013338001_____MeugFOFF_C2873	97.101	138	4	0	14588	14725	14468	14605	5.83e-61	233	15684	15684
2013338001_____MeugFOFF_C2873	2013338001_____MeugFOFF_C2873	97.101	138	4	0	14468	14605	14588	14725	5.83e-61	233	15684	15684
2013338001_____MeugFOFF_C2873	2013338001_____MeugFOFF_C2873	84.699	183	24	4	14716	14896	14356	14536	7.70e-45	180	15684	15684
